SNo,ObservationDate,Province,Country/Region,Last Update,Confirmed,Deaths,Recovered
17668,04/22/2020,Montana,US,2020-04-22 23:38:57,439.0,14.0,0.0
17670,04/22/2020,Nebraska,US,2020-04-22 23:38:57,1813.0,38.0,0.0
17671,04/22/2020,Nevada,US,2020-04-22 23:38:57,4081.0,172.0,0.0
17674,04/22/2020,New Hampshire,US,2020-04-22 23:38:57,1588.0,48.0,0.0
17675,04/22/2020,New Jersey,US,2020-04-22 23:38:57,95914.0,5150.0,0.0
17676,04/22/2020,New Mexico,US,2020-04-22 23:38:57,2210.0,71.0,0.0
17678,04/22/2020,New York,US,2020-04-22 23:38:57,263292.0,19413.0,0.0
17681,04/22/2020,North Carolina,US,2020-04-22 23:38:57,7495.0,265.0,0.0
17682,04/22/2020,North Dakota,US,2020-04-22 23:38:57,679.0,14.0,0.0
17683,04/22/2020,Northern Mariana Islands,US,2020-04-22 23:38:57,14.0,2.0,0.0
17688,04/22/2020,Ohio,US,2020-04-22 23:38:57,14117.0,610.0,0.0
17689,04/22/2020,Oklahoma,US,2020-04-22 23:38:57,2894.0,170.0,0.0
17691,04/22/2020,Oregon,US,2020-04-22 23:38:57,2059.0,78.0,0.0
17692,04/22/2020,Pennsylvania,US,2020-04-22 23:38:57,36082.0,1673.0,0.0
17694,04/22/2020,Puerto Rico,US,2020-04-22 23:38:57,1252.0,63.0,0.0
17699,04/22/2020,Recovered,US,2020-04-22 23:38:57,0.0,0.0,77366.0
17701,04/22/2020,Rhode Island,US,2020-04-22 23:38:57,5841.0,181.0,0.0
17712,04/22/2020,South Carolina,US,2020-04-22 23:38:57,4761.0,140.0,0.0
17713,04/22/2020,South Dakota,US,2020-04-22 23:38:57,1858.0,9.0,0.0
17716,04/22/2020,Tennessee,US,2020-04-22 23:38:57,7394.0,157.0,0.0
17717,04/22/2020,Texas,US,2020-04-22 23:38:57,21577.0,596.0,0.0
17721,04/22/2020,Utah,US,2020-04-22 23:38:57,3445.0,32.0,0.0
17722,04/22/2020,Vermont,US,2020-04-22 23:38:57,823.0,40.0,0.0
17724,04/22/2020,Virgin Islands,US,2020-04-22 23:38:57,54.0,3.0,0.0
17725,04/22/2020,Virginia,US,2020-04-22 23:38:57,10266.0,349.0,0.0
17726,04/22/2020,Washington,US,2020-04-22 23:38:57,12596.0,734.0,0.0
17727,04/22/2020,West Virginia,US,2020-04-22 23:38:57,939.0,27.0,0.0
17729,04/22/2020,Wisconsin,US,2020-04-22 23:38:57,4845.0,248.0,0.0
17730,04/22/2020,Wyoming,US,2020-04-22 23:38:57,447.0,6.0,0.0
17916,04/23/2020,Alabama,US,2020-04-24 03:31:35,5899.0,202.0,0.0
17917,04/23/2020,Alaska,US,2020-04-24 03:31:35,337.0,9.0,0.0
17921,04/23/2020,Arizona,US,2020-04-24 03:31:35,5772.0,249.0,0.0
17922,04/23/2020,Arkansas,US,2020-04-24 03:31:35,2599.0,45.0,0.0
17930,04/23/2020,California,US,2020-04-24 03:31:35,39561.0,1533.0,0.0
17934,04/23/2020,Colorado,US,2020-04-24 03:31:35,11278.0,552.0,0.0
17935,04/23/2020,Connecticut,US,2020-04-24 03:31:35,23100.0,1639.0,0.0
17937,04/23/2020,Delaware,US,2020-04-24 03:31:35,3308.0,92.0,0.0
17939,04/23/2020,Diamond Princess cruise ship,US,2020-04-24 03:31:35,49.0,0.0,0.0
17940,04/23/2020,District of Columbia,US,2020-04-24 03:31:35,3361.0,139.0,0.0
17943,04/23/2020,Florida,US,2020-04-24 03:31:35,29648.0,987.0,0.0
17948,04/23/2020,Georgia,US,2020-04-24 03:31:35,21883.0,881.0,0.0
17950,04/23/2020,Grand Princess,US,2020-04-24 03:31:35,103.0,3.0,0.0
17953,04/23/2020,Guam,US,2020-04-24 03:31:35,139.0,5.0,0.0
17958,04/23/2020,Hawaii,US,2020-04-24 03:31:35,596.0,12.0,0.0
17965,04/23/2020,Idaho,US,2020-04-24 03:31:35,1836.0,54.0,0.0
17966,04/23/2020,Illinois,US,2020-04-24 03:31:35,36937.0,1688.0,0.0
17967,04/23/2020,Indiana,US,2020-04-24 03:31:35,13039.0,706.0,0.0
17969,04/23/2020,Iowa,US,2020-04-24 03:31:35,3924.0,96.0,0.0
17974,04/23/2020,Kansas,US,2020-04-24 03:31:35,2721.0,113.0,0.0
17975,04/23/2020,Kentucky,US,2020-04-24 03:31:35,3479.0,191.0,0.0
17977,04/23/2020,Louisiana,US,2020-04-24 03:31:35,25739.0,1599.0,0.0
17979,04/23/2020,Maine,US,2020-04-24 03:31:35,937.0,44.0,0.0
17982,04/23/2020,Maryland,US,2020-04-24 03:31:35,15737.0,748.0,0.0
17983,04/23/2020,Massachusetts,US,2020-04-24 03:31:35,46023.0,2360.0,0.0
17985,04/23/2020,Michigan,US,2020-04-24 03:31:35,35296.0,2977.0,0.0
17986,04/23/2020,Minnesota,US,2020-04-24 03:31:35,2942.0,200.0,0.0
17987,04/23/2020,Mississippi,US,2020-04-24 03:31:35,5153.0,201.0,0.0
17988,04/23/2020,Missouri,US,2020-04-24 03:31:35,6506.0,252.0,0.0
17989,04/23/2020,Montana,US,2020-04-24 03:31:35,442.0,14.0,0.0
17991,04/23/2020,Nebraska,US,2020-04-24 03:31:35,2202.0,47.0,0.0
17992,04/23/2020,Nevada,US,2020-04-24 03:31:35,4208.0,195.0,0.0
17995,04/23/2020,New Hampshire,US,2020-04-24 03:31:35,1670.0,51.0,0.0
17996,04/23/2020,New Jersey,US,2020-04-24 03:31:35,100025.0,5426.0,0.0
17997,04/23/2020,New Mexico,US,2020-04-24 03:31:35,2379.0,78.0,0.0
17999,04/23/2020,New York,US,2020-04-24 03:31:35,263460.0,20973.0,0.0
18002,04/23/2020,North Carolina,US,2020-04-24 03:31:35,7820.0,281.0,0.0
18003,04/23/2020,North Dakota,US,2020-04-24 03:31:35,709.0,15.0,0.0
18004,04/23/2020,Northern Mariana Islands,US,2020-04-24 03:31:35,14.0,2.0,0.0
18009,04/23/2020,Ohio,US,2020-04-24 03:31:35,14694.0,656.0,0.0
18010,04/23/2020,Oklahoma,US,2020-04-24 03:31:35,3017.0,179.0,0.0
18012,04/23/2020,Oregon,US,2020-04-24 03:31:35,2127.0,83.0,0.0
18013,04/23/2020,Pennsylvania,US,2020-04-24 03:31:35,38379.0,1724.0,0.0
18015,04/23/2020,Puerto Rico,US,2020-04-24 03:31:35,1416.0,69.0,0.0
18020,04/23/2020,Recovered,US,2020-04-24 03:31:35,0.0,0.0,80203.0
18022,04/23/2020,Rhode Island,US,2020-04-24 03:31:35,6256.0,189.0,0.0
18033,04/23/2020,South Carolina,US,2020-04-24 03:31:35,4917.0,150.0,0.0
18034,04/23/2020,South Dakota,US,2020-04-24 03:31:35,1956.0,9.0,0.0
18037,04/23/2020,Tennessee,US,2020-04-24 03:31:35,8266.0,171.0,0.0
18038,04/23/2020,Texas,US,2020-04-24 03:31:35,22797.0,645.0,0.0
18042,04/23/2020,Utah,US,2020-04-24 03:31:35,3612.0,35.0,0.0
18043,04/23/2020,Vermont,US,2020-04-24 03:31:35,825.0,43.0,0.0
18045,04/23/2020,Virgin Islands,US,2020-04-24 03:31:35,54.0,3.0,0.0
18046,04/23/2020,Virginia,US,2020-04-24 03:31:35,10998.0,373.0,0.0
18047,04/23/2020,Washington,US,2020-04-24 03:31:35,12753.0,747.0,0.0
18048,04/23/2020,West Virginia,US,2020-04-24 03:31:35,981.0,31.0,0.0
18050,04/23/2020,Wisconsin,US,2020-04-24 03:31:35,5052.0,258.0,0.0
18051,04/23/2020,Wyoming,US,2020-04-24 03:31:35,453.0,7.0,0.0
18237,04/24/2020,Alabama,US,2020-04-25 06:31:19,6092.0,209.0,0.0
18238,04/24/2020,Alaska,US,2020-04-25 06:31:19,339.0,9.0,0.0
18242,04/24/2020,Arizona,US,2020-04-25 06:31:19,6045.0,266.0,0.0
18243,04/24/2020,Arkansas,US,2020-04-25 06:31:19,2810.0,47.0,0.0
18251,04/24/2020,California,US,2020-04-25 06:31:19,41355.0,1621.0,0.0
18255,04/24/2020,Colorado,US,2020-04-25 06:31:19,12256.0,674.0,0.0
18256,04/24/2020,Connecticut,US,2020-04-25 06:31:19,23936.0,1767.0,0.0
18258,04/24/2020,Delaware,US,2020-04-25 06:31:19,3442.0,100.0,0.0
18260,04/24/2020,Diamond Princess cruise ship,US,2020-04-25 06:31:19,49.0,0.0,0.0
18261,04/24/2020,District of Columbia,US,2020-04-25 06:31:19,3528.0,153.0,0.0
18264,04/24/2020,Florida,US,2020-04-25 06:31:19,30533.0,1046.0,0.0
18269,04/24/2020,Georgia,US,2020-04-25 06:31:19,22491.0,899.0,0.0
18271,04/24/2020,Grand Princess,US,2020-04-25 06:31:19,103.0,3.0,0.0
18274,04/24/2020,Guam,US,2020-04-25 06:31:19,141.0,5.0,0.0
18279,04/24/2020,Hawaii,US,2020-04-25 06:31:19,601.0,13.0,0.0
18286,04/24/2020,Idaho,US,2020-04-25 06:31:19,1870.0,54.0,0.0
18287,04/24/2020,Illinois,US,2020-04-25 06:31:19,39658.0,1795.0,0.0
18288,04/24/2020,Indiana,US,2020-04-25 06:31:19,13681.0,741.0,0.0
18290,04/24/2020,Iowa,US,2020-04-25 06:31:19,4445.0,107.0,0.0
18295,04/24/2020,Kansas,US,2020-04-25 06:31:19,2959.0,118.0,0.0
18296,04/24/2020,Kentucky,US,2020-04-25 06:31:19,3779.0,200.0,0.0
18298,04/24/2020,Louisiana,US,2020-04-25 06:31:19,26140.0,1660.0,0.0
18300,04/24/2020,Maine,US,2020-04-25 06:31:19,965.0,47.0,0.0
18303,04/24/2020,Maryland,US,2020-04-25 06:31:19,16616.0,798.0,0.0
18304,04/24/2020,Massachusetts,US,2020-04-25 06:31:19,50969.0,2556.0,0.0
18306,04/24/2020,Michigan,US,2020-04-25 06:31:19,36641.0,3085.0,0.0
18307,04/24/2020,Minnesota,US,2020-04-25 06:31:19,3185.0,221.0,0.0
18308,04/24/2020,Mississippi,US,2020-04-25 06:31:19,5434.0,209.0,0.0
18309,04/24/2020,Missouri,US,2020-04-25 06:31:19,6788.0,272.0,0.0
18310,04/24/2020,Montana,US,2020-04-25 06:31:19,444.0,14.0,0.0
18312,04/24/2020,Nebraska,US,2020-04-25 06:31:19,2424.0,50.0,0.0
18313,04/24/2020,Nevada,US,2020-04-25 06:31:19,4398.0,197.0,0.0
18316,04/24/2020,New Hampshire,US,2020-04-25 06:31:19,1720.0,53.0,0.0
18317,04/24/2020,New Jersey,US,2020-04-25 06:31:19,102196.0,5683.0,0.0
18318,04/24/2020,New Mexico,US,2020-04-25 06:31:19,2521.0,84.0,0.0
18320,04/24/2020,New York,US,2020-04-25 06:31:19,271590.0,21411.0,0.0
18323,04/24/2020,North Carolina,US,2020-04-25 06:31:19,8290.0,294.0,0.0
18324,04/24/2020,North Dakota,US,2020-04-25 06:31:19,748.0,15.0,0.0
18325,04/24/2020,Northern Mariana Islands,US,2020-04-25 06:31:19,14.0,2.0,0.0
18328,04/24/2020,Ohio,US,2020-04-25 06:31:19,15169.0,690.0,0.0
18329,04/24/2020,Oklahoma,US,2020-04-25 06:31:19,3121.0,188.0,0.0
18331,04/24/2020,Oregon,US,2020-04-25 06:31:19,2177.0,86.0,0.0
18332,04/24/2020,Pennsylvania,US,2020-04-25 06:31:19,40208.0,1747.0,0.0
18334,04/24/2020,Puerto Rico,US,2020-04-25 06:31:19,1276.0,77.0,0.0
18339,04/24/2020,Recovered,US,2020-04-25 06:31:19,0.0,0.0,99079.0
18341,04/24/2020,Rhode Island,US,2020-04-25 06:31:19,6699.0,202.0,0.0
18352,04/24/2020,South Carolina,US,2020-04-25 06:31:19,5070.0,157.0,0.0
18353,04/24/2020,South Dakota,US,2020-04-25 06:31:19,2040.0,10.0,0.0
18356,04/24/2020,Tennessee,US,2020-04-25 06:31:19,8728.0,169.0,0.0
18357,04/24/2020,Texas,US,2020-04-25 06:31:19,23772.0,663.0,0.0
18361,04/24/2020,Utah,US,2020-04-25 06:31:19,3782.0,39.0,0.0
18362,04/24/2020,Vermont,US,2020-04-25 06:31:19,827.0,44.0,0.0
18364,04/24/2020,Virgin Islands,US,2020-04-25 06:31:19,54.0,3.0,0.0
18365,04/24/2020,Virginia,US,2020-04-25 06:31:19,11594.0,411.0,0.0
18366,04/24/2020,Washington,US,2020-04-25 06:31:19,12977.0,762.0,0.0
18367,04/24/2020,West Virginia,US,2020-04-25 06:31:19,1010.0,32.0,0.0
18369,04/24/2020,Wisconsin,US,2020-04-25 06:31:19,5356.0,263.0,0.0
18370,04/24/2020,Wyoming,US,2020-04-25 06:31:19,473.0,7.0,0.0
18556,04/25/2020,Alabama,US,2020-04-26 02:31:18,6274.0,209.0,0.0
18557,04/25/2020,Alaska,US,2020-04-26 02:31:18,339.0,9.0,0.0
18561,04/25/2020,Arizona,US,2020-04-26 02:31:18,6286.0,273.0,0.0
18562,04/25/2020,Arkansas,US,2020-04-26 02:31:18,2911.0,48.0,0.0
18570,04/25/2020,California,US,2020-04-26 02:31:18,42368.0,1689.0,0.0
18574,04/25/2020,Colorado,US,2020-04-26 02:31:18,12968.0,684.0,0.0
18575,04/25/2020,Connecticut,US,2020-04-26 02:31:18,24583.0,1865.0,0.0
18577,04/25/2020,Delaware,US,2020-04-26 02:31:18,3576.0,112.0,0.0
18579,04/25/2020,Diamond Princess cruise ship,US,2020-04-26 02:31:18,49.0,0.0,0.0
18580,04/25/2020,District of Columbia,US,2020-04-26 02:31:18,3699.0,165.0,0.0
18583,04/25/2020,Florida,US,2020-04-26 02:31:18,30839.0,1055.0,0.0
18588,04/25/2020,Georgia,US,2020-04-26 02:31:18,23222.0,907.0,0.0
18590,04/25/2020,Grand Princess,US,2020-04-26 02:31:18,103.0,3.0,0.0
18593,04/25/2020,Guam,US,2020-04-26 02:31:18,141.0,5.0,0.0
18598,04/25/2020,Hawaii,US,2020-04-26 02:31:18,605.0,13.0,0.0
18605,04/25/2020,Idaho,US,2020-04-26 02:31:18,1887.0,56.0,0.0
18606,04/25/2020,Illinois,US,2020-04-26 02:31:18,41777.0,1875.0,0.0
18607,04/25/2020,Indiana,US,2020-04-26 02:31:18,14399.0,786.0,0.0
18609,04/25/2020,Iowa,US,2020-04-26 02:31:18,5092.0,112.0,0.0
18614,04/25/2020,Kansas,US,2020-04-26 02:31:18,3135.0,120.0,0.0
18615,04/25/2020,Kentucky,US,2020-04-26 02:31:18,3915.0,205.0,0.0
18617,04/25/2020,Louisiana,US,2020-04-26 02:31:18,26512.0,1707.0,0.0
18619,04/25/2020,Maine,US,2020-04-26 02:31:18,965.0,47.0,0.0
18622,04/25/2020,Maryland,US,2020-04-26 02:31:18,17766.0,875.0,0.0
18623,04/25/2020,Massachusetts,US,2020-04-26 02:31:18,53348.0,2730.0,0.0
18625,04/25/2020,Michigan,US,2020-04-26 02:31:18,37074.0,3155.0,0.0
18626,04/25/2020,Minnesota,US,2020-04-26 02:31:18,3446.0,244.0,0.0
18627,04/25/2020,Mississippi,US,2020-04-26 02:31:18,5718.0,221.0,0.0
18628,04/25/2020,Missouri,US,2020-04-26 02:31:18,6935.0,281.0,0.0
18629,04/25/2020,Montana,US,2020-04-26 02:31:18,445.0,14.0,0.0
18631,04/25/2020,Nebraska,US,2020-04-26 02:31:18,2719.0,50.0,0.0
18632,04/25/2020,Nevada,US,2020-04-26 02:31:18,4539.0,205.0,0.0
18635,04/25/2020,New Hampshire,US,2020-04-26 02:31:18,1797.0,53.0,0.0
18636,04/25/2020,New Jersey,US,2020-04-26 02:31:18,105498.0,5914.0,0.0
18637,04/25/2020,New Mexico,US,2020-04-26 02:31:18,2660.0,93.0,0.0
18639,04/25/2020,New York,US,2020-04-26 02:31:18,282143.0,22009.0,0.0
18642,04/25/2020,North Carolina,US,2020-04-26 02:31:18,8768.0,305.0,0.0
18643,04/25/2020,North Dakota,US,2020-04-26 02:31:18,803.0,16.0,0.0
18644,04/25/2020,Northern Mariana Islands,US,2020-04-26 02:31:18,14.0,2.0,0.0
18647,04/25/2020,Ohio,US,2020-04-26 02:31:18,15587.0,711.0,0.0
18648,04/25/2020,Oklahoma,US,2020-04-26 02:31:18,3194.0,194.0,0.0
18650,04/25/2020,Oregon,US,2020-04-26 02:31:18,2253.0,87.0,0.0
18651,04/25/2020,Pennsylvania,US,2020-04-26 02:31:18,41153.0,1793.0,0.0
18653,04/25/2020,Puerto Rico,US,2020-04-26 02:31:18,1307.0,83.0,0.0
18658,04/25/2020,Recovered,US,2020-04-26 02:31:18,0.0,0.0,100372.0
18660,04/25/2020,Rhode Island,US,2020-04-26 02:31:18,7129.0,215.0,0.0
18671,04/25/2020,South Carolina,US,2020-04-26 02:31:18,5253.0,166.0,0.0
18672,04/25/2020,South Dakota,US,2020-04-26 02:31:18,2147.0,10.0,0.0
18675,04/25/2020,Tennessee,US,2020-04-26 02:31:18,9189.0,177.0,0.0
18676,04/25/2020,Texas,US,2020-04-26 02:31:18,24287.0,678.0,0.0
18680,04/25/2020,Utah,US,2020-04-26 02:31:18,3948.0,41.0,0.0
18681,04/25/2020,Vermont,US,2020-04-26 02:31:18,843.0,46.0,0.0
18683,04/25/2020,Virgin Islands,US,2020-04-26 02:31:18,55.0,3.0,0.0
18684,04/25/2020,Virginia,US,2020-04-26 02:31:18,12366.0,437.0,0.0
18685,04/25/2020,Washington,US,2020-04-26 02:31:18,13319.0,779.0,0.0
18686,04/25/2020,West Virginia,US,2020-04-26 02:31:18,1010.0,32.0,0.0
18688,04/25/2020,Wisconsin,US,2020-04-26 02:31:18,5687.0,266.0,0.0
18689,04/25/2020,Wyoming,US,2020-04-26 02:31:18,491.0,7.0,0.0
18875,04/26/2020,Alabama,US,2020-04-27 02:31:20,6475.0,219.0,0.0
18876,04/26/2020,Alaska,US,2020-04-27 02:31:20,340.0,9.0,0.0
18880,04/26/2020,Arizona,US,2020-04-27 02:31:20,6534.0,275.0,0.0
18881,04/26/2020,Arkansas,US,2020-04-27 02:31:20,3001.0,51.0,0.0
18889,04/26/2020,California,US,2020-04-27 02:31:20,43558.0,1725.0,0.0
18893,04/26/2020,Colorado,US,2020-04-27 02:31:20,13441.0,688.0,0.0
18894,04/26/2020,Connecticut,US,2020-04-27 02:31:20,25269.0,1924.0,0.0
18896,04/26/2020,Delaware,US,2020-04-27 02:31:20,4034.0,120.0,0.0
18898,04/26/2020,Diamond Princess cruise ship,US,2020-04-27 02:31:20,49.0,0.0,0.0
18899,04/26/2020,District of Columbia,US,2020-04-27 02:31:20,3841.0,178.0,0.0
18902,04/26/2020,Florida,US,2020-04-27 02:31:20,31532.0,1075.0,0.0
18907,04/26/2020,Georgia,US,2020-04-27 02:31:20,23486.0,916.0,0.0
18909,04/26/2020,Grand Princess,US,2020-04-27 02:31:20,103.0,3.0,0.0
18912,04/26/2020,Guam,US,2020-04-27 02:31:20,141.0,5.0,0.0
18917,04/26/2020,Hawaii,US,2020-04-27 02:31:20,606.0,14.0,0.0
18924,04/26/2020,Idaho,US,2020-04-27 02:31:20,1897.0,56.0,0.0
18925,04/26/2020,Illinois,US,2020-04-27 02:31:20,43903.0,1933.0,0.0
18926,04/26/2020,Indiana,US,2020-04-27 02:31:20,15012.0,813.0,0.0
18928,04/26/2020,Iowa,US,2020-04-27 02:31:20,5476.0,118.0,0.0
18933,04/26/2020,Kansas,US,2020-04-27 02:31:20,3277.0,121.0,0.0
18934,04/26/2020,Kentucky,US,2020-04-27 02:31:20,4085.0,208.0,0.0
18936,04/26/2020,Louisiana,US,2020-04-27 02:31:20,26773.0,1729.0,0.0
18938,04/26/2020,Maine,US,2020-04-27 02:31:20,1015.0,50.0,0.0
18941,04/26/2020,Maryland,US,2020-04-27 02:31:20,18581.0,910.0,0.0
18942,04/26/2020,Massachusetts,US,2020-04-27 02:31:20,54938.0,2899.0,0.0
18944,04/26/2020,Michigan,US,2020-04-27 02:31:20,37778.0,3315.0,0.0
18945,04/26/2020,Minnesota,US,2020-04-27 02:31:20,3602.0,272.0,0.0
18946,04/26/2020,Mississippi,US,2020-04-27 02:31:20,5911.0,227.0,0.0
18947,04/26/2020,Missouri,US,2020-04-27 02:31:20,7120.0,283.0,0.0
18948,04/26/2020,Montana,US,2020-04-27 02:31:20,448.0,14.0,0.0
18950,04/26/2020,Nebraska,US,2020-04-27 02:31:20,3028.0,56.0,0.0
18951,04/26/2020,Nevada,US,2020-04-27 02:31:20,4734.0,206.0,0.0
18954,04/26/2020,New Hampshire,US,2020-04-27 02:31:20,1864.0,60.0,0.0
18955,04/26/2020,New Jersey,US,2020-04-27 02:31:20,109038.0,5938.0,0.0
18956,04/26/2020,New Mexico,US,2020-04-27 02:31:20,2726.0,99.0,0.0
18958,04/26/2020,New York,US,2020-04-27 02:31:20,288045.0,22269.0,0.0
18961,04/26/2020,North Carolina,US,2020-04-27 02:31:20,8997.0,324.0,0.0
18962,04/26/2020,North Dakota,US,2020-04-27 02:31:20,867.0,17.0,0.0
18963,04/26/2020,Northern Mariana Islands,US,2020-04-27 02:31:20,14.0,2.0,0.0
18966,04/26/2020,Ohio,US,2020-04-27 02:31:20,15972.0,728.0,0.0
18967,04/26/2020,Oklahoma,US,2020-04-27 02:31:20,3254.0,195.0,0.0
18969,04/26/2020,Oregon,US,2020-04-27 02:31:20,2311.0,92.0,0.0
18970,04/26/2020,Pennsylvania,US,2020-04-27 02:31:20,42616.0,1816.0,0.0
18972,04/26/2020,Puerto Rico,US,2020-04-27 02:31:20,1371.0,84.0,0.0
18977,04/26/2020,Recovered,US,2020-04-27 02:31:20,0.0,0.0,106988.0
18979,04/26/2020,Rhode Island,US,2020-04-27 02:31:20,7439.0,226.0,0.0
18990,04/26/2020,South Carolina,US,2020-04-27 02:31:20,5498.0,174.0,0.0
18991,04/26/2020,South Dakota,US,2020-04-27 02:31:20,2212.0,11.0,0.0
18994,04/26/2020,Tennessee,US,2020-04-27 02:31:20,9667.0,181.0,0.0
18995,04/26/2020,Texas,US,2020-04-27 02:31:20,25051.0,699.0,0.0
18999,04/26/2020,Utah,US,2020-04-27 02:31:20,4123.0,41.0,0.0
19000,04/26/2020,Vermont,US,2020-04-27 02:31:20,851.0,46.0,0.0
19002,04/26/2020,Virgin Islands,US,2020-04-27 02:31:20,57.0,4.0,0.0
19003,04/26/2020,Virginia,US,2020-04-27 02:31:20,12970.0,449.0,0.0
19004,04/26/2020,Washington,US,2020-04-27 02:31:20,13521.0,799.0,0.0
19005,04/26/2020,West Virginia,US,2020-04-27 02:31:20,1055.0,34.0,0.0
19007,04/26/2020,Wisconsin,US,2020-04-27 02:31:20,5912.0,272.0,0.0
19008,04/26/2020,Wyoming,US,2020-04-27 02:31:20,502.0,7.0,0.0
19194,04/27/2020,Alabama,US,2020-04-28 02:31:20,6621.0,228.0,0.0
19195,04/27/2020,Alaska,US,2020-04-28 02:31:20,345.0,9.0,0.0
19199,04/27/2020,Arizona,US,2020-04-28 02:31:20,6725.0,275.0,0.0
19200,04/27/2020,Arkansas,US,2020-04-28 02:31:20,3069.0,51.0,0.0
19208,04/27/2020,California,US,2020-04-28 02:31:20,44966.0,1779.0,0.0
19212,04/27/2020,Colorado,US,2020-04-28 02:31:20,13879.0,706.0,0.0
19213,04/27/2020,Connecticut,US,2020-04-28 02:31:20,25997.0,2012.0,0.0
19215,04/27/2020,Delaware,US,2020-04-28 02:31:20,4162.0,125.0,0.0
19217,04/27/2020,Diamond Princess cruise ship,US,2020-04-28 02:31:20,49.0,0.0,0.0
19218,04/27/2020,District of Columbia,US,2020-04-28 02:31:20,3892.0,185.0,0.0
19221,04/27/2020,Florida,US,2020-04-28 02:31:20,32138.0,1088.0,0.0
19226,04/27/2020,Georgia,US,2020-04-28 02:31:20,24302.0,995.0,0.0
19229,04/27/2020,Grand Princess,US,2020-04-28 02:31:20,103.0,3.0,0.0
19232,04/27/2020,Guam,US,2020-04-28 02:31:20,141.0,5.0,0.0
19237,04/27/2020,Hawaii,US,2020-04-28 02:31:20,607.0,16.0,0.0
19244,04/27/2020,Idaho,US,2020-04-28 02:31:20,1897.0,56.0,0.0
19245,04/27/2020,Illinois,US,2020-04-28 02:31:20,45883.0,1983.0,0.0
19246,04/27/2020,Indiana,US,2020-04-28 02:31:20,15961.0,844.0,0.0
19248,04/27/2020,Iowa,US,2020-04-28 02:31:20,5868.0,127.0,0.0
19253,04/27/2020,Kansas,US,2020-04-28 02:31:20,3473.0,126.0,0.0
19254,04/27/2020,Kentucky,US,2020-04-28 02:31:20,4156.0,213.0,0.0
19256,04/27/2020,Louisiana,US,2020-04-28 02:31:20,27068.0,1740.0,0.0
19258,04/27/2020,Maine,US,2020-04-28 02:31:20,1023.0,51.0,0.0
19261,04/27/2020,Maryland,US,2020-04-28 02:31:20,19487.0,945.0,0.0
19262,04/27/2020,Massachusetts,US,2020-04-28 02:31:20,56462.0,3003.0,0.0
19264,04/27/2020,Michigan,US,2020-04-28 02:31:20,38210.0,3407.0,0.0
19265,04/27/2020,Minnesota,US,2020-04-28 02:31:20,3811.0,286.0,0.0
19266,04/27/2020,Mississippi,US,2020-04-28 02:31:20,6094.0,229.0,0.0
19267,04/27/2020,Missouri,US,2020-04-28 02:31:20,7305.0,343.0,0.0
19268,04/27/2020,Montana,US,2020-04-28 02:31:20,449.0,14.0,0.0
19270,04/27/2020,Nebraska,US,2020-04-28 02:31:20,3358.0,56.0,0.0
19271,04/27/2020,Nevada,US,2020-04-28 02:31:20,4700.0,206.0,0.0
19274,04/27/2020,New Hampshire,US,2020-04-28 02:31:20,1938.0,60.0,0.0
19275,04/27/2020,New Jersey,US,2020-04-28 02:31:20,111188.0,6044.0,0.0
19276,04/27/2020,New Mexico,US,2020-04-28 02:31:20,2825.0,99.0,0.0
19278,04/27/2020,New York,US,2020-04-28 02:31:20,291996.0,22668.0,0.0
19281,04/27/2020,North Carolina,US,2020-04-28 02:31:20,9321.0,340.0,0.0
19282,04/27/2020,North Dakota,US,2020-04-28 02:31:20,942.0,19.0,0.0
19283,04/27/2020,Northern Mariana Islands,US,2020-04-28 02:31:20,14.0,2.0,0.0
19288,04/27/2020,Ohio,US,2020-04-28 02:31:20,16325.0,753.0,0.0
19289,04/27/2020,Oklahoma,US,2020-04-28 02:31:20,3281.0,197.0,0.0
19291,04/27/2020,Oregon,US,2020-04-28 02:31:20,2354.0,92.0,0.0
19292,04/27/2020,Pennsylvania,US,2020-04-28 02:31:20,43558.0,1886.0,0.0
19294,04/27/2020,Puerto Rico,US,2020-04-28 02:31:20,1389.0,84.0,0.0
19299,04/27/2020,Recovered,US,2020-04-28 02:31:20,0.0,0.0,111424.0
19301,04/27/2020,Rhode Island,US,2020-04-28 02:31:20,7708.0,233.0,0.0
19312,04/27/2020,South Carolina,US,2020-04-28 02:31:20,5613.0,177.0,0.0
19313,04/27/2020,South Dakota,US,2020-04-28 02:31:20,2244.0,11.0,0.0
19316,04/27/2020,Tennessee,US,2020-04-28 02:31:20,9918.0,184.0,0.0
19317,04/27/2020,Texas,US,2020-04-28 02:31:20,25565.0,717.0,0.0
19321,04/27/2020,Utah,US,2020-04-28 02:31:20,4236.0,41.0,0.0
19322,04/27/2020,Vermont,US,2020-04-28 02:31:20,855.0,47.0,0.0
19324,04/27/2020,Virgin Islands,US,2020-04-28 02:31:20,57.0,4.0,0.0
19325,04/27/2020,Virginia,US,2020-04-28 02:31:20,13538.0,460.0,0.0
19326,04/27/2020,Washington,US,2020-04-28 02:31:20,13686.0,810.0,0.0
19327,04/27/2020,West Virginia,US,2020-04-28 02:31:20,1063.0,34.0,0.0
19329,04/27/2020,Wisconsin,US,2020-04-28 02:31:20,6081.0,281.0,0.0
19330,04/27/2020,Wyoming,US,2020-04-28 02:31:20,520.0,7.0,0.0
